id,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
8f696594,Memphis,nl NED,FW,Barcelona,27,1994,20.6,10,4,2,4,4,3,13,23.1,10,9,1,8,3,13,4,0,Matches
45f771db,Tomás Mendes,es ESP,MF,Alavés,16,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
c9e39d91,Brais Méndez,es ESP,MF,Celta Vigo,24,1997,33.6,68,35,24,35,9,26,87,29.9,61,52,6,46,37,105,30,0,Matches
aed746df,Édgar Méndez,es ESP,"FW,MF",Alavés,31,1990,17.9,25,14,11,10,4,11,34,32.4,23,16,0,16,4,29,17,0,Matches
3cefcaef,Ferland Mendy,fr FRA,DF,Real Madrid,26,1995,19.3,24,14,11,10,3,8,14,57.1,6,8,2,6,18,42,27,3,Matches
0e50f929,Fran Mérida,es ESP,MF,Espanyol,31,1990,3.0,7,3,5,2,0,4,10,40.0,6,1,0,1,6,13,1,0,Matches
d080ed5e,Mikel Merino,es ESP,MF,Real Sociedad,25,1996,32.1,71,38,21,40,10,26,67,38.8,41,50,10,40,21,92,56,2,Matches
ddd5348b,Martín Merquelanz,es ESP,"FW,MF",Rayo Vallecano,26,1995,1.9,2,1,2,0,0,2,6,33.3,4,2,0,2,0,2,1,0,Matches
9fc0f253,Matt Miazga,us USA,DF,Alavés,26,1995,9.3,7,7,3,4,0,2,7,28.6,5,14,12,2,11,18,55,1,Matches
6763373d,Miguel,es ESP,"FW,MF",Alavés,21,1999,9.2,7,3,1,5,1,2,15,13.3,13,6,0,6,1,8,7,0,Matches
2784f898,Éder Militão,br BRA,DF,Real Madrid,23,1998,33.7,50,32,30,12,8,20,39,51.3,19,42,20,22,52,102,107,3,Matches
19c36442,Luis Milla,es ESP,MF,Granada,26,1994,30.8,59,29,25,30,4,25,64,39.1,39,28,4,24,25,84,34,0,Matches
335039a2,Pere Milla,es ESP,"MF,FW",Elche,28,1992,18.3,20,15,14,5,1,8,44,18.2,36,21,1,20,5,25,21,0,Matches
0b90bb97,Santi Mina,es ESP,FW,Celta Vigo,25,1995,26.3,27,17,8,15,4,5,32,15.6,27,28,2,26,6,33,22,0,Matches
056269d7,Óscar Mingueza,es ESP,DF,Barcelona,22,1999,9.9,25,11,12,11,2,16,23,69.6,7,5,0,5,9,34,22,1,Matches
bbf5c11b,Rafa Mir,es ESP,FW,Sevilla,24,1997,20.1,4,3,1,1,2,0,11,0.0,11,4,3,1,0,4,17,0,Matches
7f4c7c9f,Jorge Miramón,es ESP,DF,Levante,32,1989,22.0,36,19,16,12,8,15,44,34.1,29,15,3,12,35,71,58,0,Matches
ead61f73,Juan Miranda,es ESP,DF,Betis,21,2000,8.7,21,11,16,4,1,12,22,54.5,10,10,4,6,15,36,22,0,Matches
e6777e6b,Stefan Mitrović,rs SRB,DF,Getafe,31,1990,29.6,16,8,12,4,0,8,13,61.5,5,28,18,10,22,38,114,1,Matches
6025fab1,Luka Modrić,hr CRO,MF,Real Madrid,35,1985,22.6,18,10,8,7,3,6,27,22.2,21,10,4,6,20,38,9,0,Matches
608f2092,Johan Mojica,co COL,DF,Elche,28,1992,31.7,46,25,34,7,5,23,31,74.2,8,22,3,19,25,71,61,3,Matches
43f71e77,Jorge Molina,es ESP,FW,Granada,39,1982,21.8,4,2,2,1,1,2,18,11.1,16,13,2,11,6,10,11,0,Matches
9939e168,Jon Moncayola,es ESP,MF,Osasuna,23,1998,32.4,40,20,18,18,4,17,44,38.6,27,26,9,17,20,60,43,0,Matches
8ac501f5,Monchu,es ESP,MF,Granada,21,1999,7.4,15,6,5,9,1,5,10,50.0,5,8,3,5,4,19,4,0,Matches
374d5158,Gonzalo Montiel,ar ARG,DF,Sevilla,24,1997,11.8,15,4,8,5,2,12,24,50.0,12,8,2,6,10,25,22,0,Matches
719384c1,Ángel Montoro,es ESP,MF,Granada,33,1988,14.8,26,13,16,7,3,17,27,63.0,10,11,1,10,11,37,29,1,Matches
5cec2487,Martín Montoya,es ESP,DF,Betis,30,1991,5.8,20,12,11,7,2,15,26,57.7,11,6,0,6,11,31,20,0,Matches
b7d7f3bf,Jon Morcillo,es ESP,"MF,FW",Athletic Club,22,1998,0.6,3,0,1,2,0,3,4,75.0,1,1,0,1,0,3,0,0,Matches
11b9265b,Alberto Moreno,es ESP,"MF,DF",Villarreal,29,1992,13.6,13,7,5,7,1,5,18,27.8,13,13,1,12,27,40,15,0,Matches
16e9d0ea,Álex Moreno,es ESP,DF,Betis,28,1993,26.7,76,40,53,15,8,33,60,55.0,27,28,6,22,34,110,82,1,Matches
81f0781e,Gerard Moreno,es ESP,FW,Villarreal,29,1992,13.2,5,2,2,2,1,1,7,14.3,6,6,1,5,6,11,14,0,Matches
004d185e,Tete Morente,es ESP,MF,Elche,24,1996,18.1,21,14,13,7,1,7,28,25.0,21,30,1,29,12,33,12,0,Matches
f4c69aa6,Ilaix Moriba,gn GUI,MF,Valencia,18,2003,9.1,26,18,10,13,3,14,35,40.0,21,15,0,15,12,38,14,0,Matches
a0255c67,Manu Morlanes,es ESP,MF,Espanyol,22,1999,12.7,36,15,16,17,3,18,43,41.9,25,24,5,19,13,49,17,0,Matches
3aa4a3be,Loren Morón,es ESP,"FW,MF",Espanyol,27,1993,6.3,6,4,1,3,2,0,12,0.0,12,11,1,10,2,8,9,0,Matches
3aa4a3be,Loren Morón,es ESP,FW,Betis,27,1993,0.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
dc1ce4f5,Cristhian Mosquera,co COL,DF,Valencia,17,2004,2.4,4,2,3,0,1,3,6,50.0,3,1,0,1,3,7,1,1,Matches
9e098912,Toni Moya,es ESP,MF,Alavés,23,1998,15.4,23,10,7,13,3,13,43,30.2,30,18,5,13,20,43,18,0,Matches
c05dfb74,Iker Muniain,es ESP,MF,Athletic Club,28,1992,30.9,32,10,8,19,5,12,40,30.0,28,20,1,19,17,49,8,1,Matches
228b0d9d,Aihen Muñoz,es ESP,DF,Real Sociedad,23,1997,14.9,28,17,14,13,1,18,29,62.1,11,11,1,10,17,45,34,0,Matches
b233e8e4,Jeison Murillo,co COL,DF,Celta Vigo,29,1992,12.4,15,10,13,2,0,9,13,69.2,4,11,8,3,17,32,37,0,Matches
0cadc46d,Vedat Muriqi,xk KVX,FW,Mallorca,27,1994,16.0,6,3,1,3,2,1,7,14.3,6,12,0,12,6,12,29,0,Matches
b51b1b9c,Yunus Musah,us USA,"MF,FW",Valencia,18,2002,14.0,23,13,8,8,7,6,20,30.0,14,19,1,18,14,37,11,0,Matches
3f2d59fe,Shkodran Mustafi,de GER,DF,Levante,29,1992,7.3,9,6,6,3,0,5,9,55.6,4,6,3,3,15,24,40,0,Matches
2946f9a1,Nacho,es ESP,DF,Real Madrid,31,1990,17.3,18,14,9,9,0,12,22,54.5,10,22,15,7,34,52,50,0,Matches
c997b942,Roberto Navarro,es ESP,"MF,FW",Real Sociedad,19,2002,2.2,5,3,1,1,3,3,5,60.0,2,2,0,2,2,7,2,0,Matches
8db394aa,Ximo Navarro,es ESP,DF,Alavés,31,1990,15.0,28,19,21,6,1,13,27,48.1,14,11,5,6,22,50,56,2,Matches
3f10bd22,Jesús Navas,es ESP,DF,Sevilla,35,1985,19.8,18,13,11,5,2,9,17,52.9,8,15,2,13,17,35,26,1,Matches
63b0ca6b,Álvaro Negredo,es ESP,FW,Cádiz,35,1985,24.0,5,3,1,4,0,3,6,50.0,3,11,5,6,2,7,23,0,Matches
a9dc785c,Neto,br BRA,GK,Barcelona,32,1989,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1,Matches
8d47bb39,Carlos Neva,es ESP,DF,Granada,25,1996,23.4,31,19,24,7,0,16,28,57.1,12,27,9,18,32,63,81,0,Matches
c14bc029,Saúl Ñíguez,es ESP,"FW,MF",Atlético Madrid,26,1994,2.2,7,2,0,6,1,3,4,75.0,1,7,1,6,0,7,3,0,Matches
81d5c497,Fernando Niño,es ESP,FW,Mallorca,20,2000,9.8,10,4,3,2,5,2,12,16.7,10,9,2,7,3,13,15,0,Matches
857cb4f3,Peru Nolaskoain,es ESP,DF,Athletic Club,22,1998,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
b2d0ec1b,Nolito,es ESP,MF,Celta Vigo,34,1986,15.4,25,15,14,7,4,13,47,27.7,34,20,1,19,9,34,5,0,Matches
a6103274,Randy Ntekja,fr FRA,"FW,MF",Rayo Vallecano,23,1997,16.2,24,13,9,11,4,8,19,42.1,11,21,1,20,8,32,12,0,Matches
be170419,Unai Núñez,es ESP,DF,Athletic Club,24,1997,6.9,4,4,2,2,0,3,6,50.0,3,9,8,1,8,12,26,2,Matches
97572117,Allan Nyom,cm CMR,DF,Getafe,33,1988,2.7,3,1,2,1,0,2,2,100.0,0,2,1,1,2,5,7,0,Matches
ee8508c0,Jan Oblak,si SVN,GK,Atlético Madrid,28,1993,38.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,10,4,Matches
a08b974a,Lucas Ocampos,ar ARG,FW,Sevilla,27,1994,23.6,45,24,23,18,4,23,55,41.8,32,35,1,34,9,54,24,1,Matches
4cee5954,Lucas Olaza,uy URU,DF,Elche,27,1994,3.3,5,3,3,1,1,1,1,100.0,0,5,1,4,4,9,6,0,Matches
b5bdf144,Oier Olazábal,es ESP,GK,Espanyol,31,1989,1.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
a3e4bf46,Brian Oliván,es ESP,DF,Mallorca,27,1994,24.3,33,20,22,9,2,12,23,52.2,11,17,7,10,28,61,63,0,Matches
41c12f75,Mathías Olivera,uy URU,DF,Getafe,23,1997,31.1,79,47,39,34,6,40,69,58.0,29,45,4,41,55,134,67,1,Matches
a83d8b0c,Javier Ontiveros,es ESP,"FW,MF",Osasuna,23,1997,0.4,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,0,1,Matches
f9358b61,Pedro Ortiz,es ESP,MF,Sevilla,20,2000,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
375ed9d7,Milutin Osmajić,me MNE,"FW,MF",Cádiz,22,1999,2.9,1,1,0,1,0,0,0,,0,0,0,0,1,2,3,0,Matches
d6e3d7fb,Jesús Owono,gq EQG,GK,Alavés,20,2001,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
8c3c640c,Mikel Oyarzabal,es ESP,"FW,MF",Real Sociedad,24,1997,18.6,18,10,7,7,4,7,21,33.3,14,18,2,16,10,28,16,1,Matches
97852360,Fernando Pacheco,es ESP,GK,Alavés,29,1992,33.9,2,1,2,0,0,2,2,100.0,0,0,0,0,0,2,18,1,Matches
44150beb,Jon Pacheco,es ESP,DF,Real Sociedad,20,2001,4.2,6,4,4,2,0,3,3,100.0,0,6,4,2,6,12,18,0,Matches
ac8b2421,Helibelton Palacios,co COL,DF,Elche,28,1993,21.5,69,38,56,10,3,37,55,67.3,18,21,8,13,18,87,61,0,Matches
49dbab27,Isaac Palazón Camacho,es ESP,"FW,MF",Rayo Vallecano,26,1994,25.4,42,28,20,19,3,18,59,30.5,41,31,3,28,13,55,22,0,Matches
7460ca0d,Daniel Parejo,es ESP,MF,Villarreal,32,1989,30.0,43,29,15,15,13,20,52,38.5,32,32,7,25,29,72,19,1,Matches
647d39d2,Raúl Parra,es ESP,DF,Cádiz,21,1999,1.0,2,1,2,0,0,1,3,33.3,2,0,0,0,0,2,5,0,Matches
881ef58c,Javier Pastore,ar ARG,"MF,FW",Elche,32,1989,5.8,7,3,3,2,2,3,12,25.0,9,5,1,4,4,11,2,0,Matches
b7ca5c51,Gabriel Paulista,br BRA,DF,Valencia,30,1990,17.7,21,12,16,5,0,14,20,70.0,6,18,12,6,39,60,88,0,Matches
63f04c6c,Alfonso Pedraza,es ESP,DF,Villarreal,25,1996,18.9,34,16,17,12,5,10,28,35.7,18,12,3,9,31,65,32,0,Matches
0d9b2d31,Pedri,es ESP,MF,Barcelona,18,2002,9.8,20,12,9,8,3,7,20,35.0,13,13,0,13,5,25,7,1,Matches
112521d1,Pedrosa,es ESP,DF,Espanyol,23,1998,30.2,58,30,38,14,6,26,57,45.6,31,25,7,18,25,83,92,2,Matches
ac7e7b1c,Facundo Pellistri,uy URU,"MF,FW",Alavés,19,2001,7.5,9,5,4,3,2,1,10,10.0,9,13,2,11,6,15,7,0,Matches
1f079188,Rubén Peña,es ESP,"MF,FW",Villarreal,30,1991,1.5,2,0,1,1,0,2,6,33.3,4,1,0,1,5,7,2,0,Matches
5496cc91,Alberto Perea,es ESP,MF,Cádiz,30,1990,8.6,19,9,7,9,3,6,20,30.0,14,15,1,14,9,28,4,0,Matches
b7de5bad,Victor Perea,es ESP,DF,Espanyol,21,2000,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
bc61cc65,Iñigo Pérez,es ESP,MF,Osasuna,33,1988,3.8,3,2,2,1,0,2,4,50.0,2,1,0,1,0,3,3,0,Matches
8f29e08b,Juan Pérez,es ESP,GK,Osasuna,25,1996,2.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,1,Matches
237a3851,Kike Pérez,es ESP,"MF,FW",Elche,24,1997,5.8,8,6,1,3,4,0,10,0.0,10,6,1,5,3,11,4,0,Matches
a300ac7e,Lucas Pérez,es ESP,FW,Elche,32,1988,14.1,4,1,2,1,1,3,10,30.0,7,2,0,2,3,7,4,0,Matches
a300ac7e,Lucas Pérez,es ESP,"FW,MF",Cádiz,32,1988,11.8,3,3,2,1,0,0,10,0.0,10,3,1,2,0,3,1,0,Matches
0cb29e91,Njegoš Petrović,rs SRB,MF,Granada,22,1999,10.2,24,11,4,19,1,8,14,57.1,6,16,4,12,9,33,11,0,Matches
97d08e60,Alex Petxa,es ESP,"DF,MF",Athletic Club,24,1997,4.6,12,9,4,7,1,4,8,50.0,4,8,2,6,4,16,6,0,Matches
8c725b43,Germán Pezzella,ar ARG,DF,Betis,30,1991,22.1,21,9,16,5,0,16,29,55.2,13,29,18,11,39,60,106,0,Matches
48e89655,Pablo Piatti,ar ARG,"MF,FW",Elche,32,1989,3.5,9,4,5,3,1,3,8,37.5,5,5,1,4,2,11,3,0,Matches
32c0491f,Cristiano Piccini,it ITA,DF,Valencia,28,1992,3.6,14,8,9,5,0,5,7,71.4,2,3,2,1,1,15,11,0,Matches
e54bd0a2,Tomás Pina Isla,es ESP,MF,Alavés,33,1987,16.0,28,16,13,11,4,14,29,48.3,15,12,3,9,22,50,23,0,Matches
411fabd7,Orbelín Pineda,mx MEX,"MF,FW",Celta Vigo,25,1996,1.1,4,1,4,0,0,1,2,50.0,1,0,0,0,0,4,1,0,Matches
540ec57b,Yeremi Pino,es ESP,"MF,FW",Villarreal,18,2002,18.6,32,14,14,8,10,10,24,41.7,14,33,4,29,6,38,12,1,Matches
adfc9123,Gerard Piqué,es ESP,DF,Barcelona,34,1987,23.2,22,12,18,4,0,11,14,78.6,3,19,16,3,34,56,86,1,Matches
ccbbe661,Ezequiel Ponce,ar ARG,FW,Elche,24,1997,7.4,5,4,1,3,1,3,10,30.0,7,5,0,5,1,6,7,0,Matches
29b61deb,Pere Pons,es ESP,MF,Alavés,28,1993,15.2,26,18,4,20,2,7,21,33.3,14,10,1,9,6,32,11,0,Matches
1bda5842,Portu,es ESP,"FW,MF",Real Sociedad,29,1992,17.7,16,7,2,6,8,3,19,15.8,16,21,3,18,7,23,8,0,Matches
474ecac8,Sergio Postigo,es ESP,DF,Levante,32,1988,9.4,11,7,8,2,1,4,8,50.0,4,7,5,2,7,18,45,1,Matches
cbdf7d5c,Darío Poveda,es ESP,"FW,MF",Getafe,24,1997,4.2,2,0,1,0,1,0,5,0.0,5,7,1,6,1,3,1,0,Matches
fc8b614b,José Pozo,es ESP,"MF,DF",Rayo Vallecano,25,1996,0.8,2,2,0,2,0,2,3,66.7,1,1,0,1,0,2,1,0,Matches
d1b060e2,Abdón Prats,es ESP,FW,Mallorca,28,1992,7.1,2,2,1,0,1,1,5,20.0,4,5,0,5,1,3,6,0,Matches
f38284bb,Alejandro Primo,es ESP,GK,Levante,17,2004,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
2683eda7,Javi Puado,es ESP,"MF,FW",Espanyol,23,1998,24.9,24,14,18,5,1,12,37,32.4,25,18,2,16,11,35,24,0,Matches
365113c0,Pubill,es ESP,"DF,MF",Levante,18,2003,5.7,12,6,10,2,0,4,8,50.0,4,7,2,5,4,16,8,2,Matches
c77a8043,Antonio Puertas,es ESP,"MF,FW",Granada,29,1992,25.1,34,20,18,12,4,17,44,38.6,27,33,3,30,11,45,36,0,Matches
f090a37a,Riqui Puig,es ESP,MF,Barcelona,21,1999,5.4,6,3,2,4,0,2,14,14.3,12,5,0,5,3,9,0,0,Matches
3b3cbebb,Yacine Qasmi,ma MAR,FW,Rayo Vallecano,30,1991,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
7a538238,Quini,es ESP,DF,Granada,31,1989,25.6,73,34,48,21,4,42,79,53.2,37,28,10,18,36,109,62,0,Matches
ea6a7ab4,Dani Raba,es ESP,"MF,FW",Villarreal,25,1995,1.0,1,0,0,1,0,1,2,50.0,1,2,0,2,0,1,2,0,Matches
ea6a7ab4,Dani Raba,es ESP,"MF,FW",Granada,25,1995,0.3,2,2,1,0,1,2,3,66.7,1,0,0,0,1,3,0,0,Matches
faed84db,Uroš Račić,rs SRB,MF,Valencia,23,1998,13.4,32,18,9,19,4,12,33,36.4,21,16,6,10,16,48,21,0,Matches
b5dd3469,Nemanja Radoja,rs SRB,MF,Levante,28,1993,13.5,25,8,9,13,3,8,20,40.0,12,16,9,7,22,47,16,2,Matches
0c2ac3cb,Rafinha,br BRA,MF,Real Sociedad,28,1993,11.7,43,27,17,20,6,16,28,57.1,12,21,2,19,12,55,4,0,Matches
b857bd29,Antonio Raillo,es ESP,DF,Mallorca,29,1991,17.0,16,7,10,4,2,5,6,83.3,1,17,14,3,18,34,81,0,Matches
89f951b5,Ivan Rakitić,hr CRO,MF,Sevilla,33,1988,24.2,40,22,12,23,5,13,40,32.5,27,31,8,23,23,63,35,0,Matches
be3a0121,Jonás Ramalho,es ESP,DF,Osasuna,28,1993,2.7,4,2,2,2,0,2,3,66.7,1,4,1,3,3,7,9,0,Matches
833fb62e,Sandro Ramírez,es ESP,FW,Getafe,26,1995,16.2,7,3,1,3,3,1,12,8.3,11,14,3,11,2,9,3,0,Matches
18f0a9f0,Raúl,es ESP,"FW,DF",Betis,20,2000,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
c31ea173,Lluís Recasens,es ESP,DF,Espanyol,19,2002,0.5,2,0,2,0,0,1,1,100.0,0,0,0,0,2,4,2,0,Matches
605eb473,Manolo Reina,es ESP,GK,Mallorca,36,1985,21.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,6,2,Matches
3376a776,Karim Rekik,nl NED,DF,Sevilla,26,1994,12.2,11,8,4,6,1,2,9,22.2,7,11,6,5,9,20,19,0,Matches
374ee424,Álex Remiro,es ESP,GK,Real Sociedad,26,1995,35.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,24,2,Matches
ce8039aa,Nico Ribaudo,es ESP,"MF,FW",Espanyol,20,2001,12.4,15,6,9,5,1,11,34,32.4,23,14,2,12,7,22,3,0,Matches
d9ba39fc,Diego Rico,es ESP,DF,Real Sociedad,28,1993,18.3,41,20,19,17,5,22,45,48.9,23,29,4,25,30,71,54,0,Matches
5f0241b2,Sergio Rico,es ESP,GK,Mallorca,27,1993,14.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,2,Matches
eb3dd471,Luis Rioja,es ESP,"MF,FW",Alavés,27,1993,34.6,28,15,11,10,7,14,58,24.1,44,22,1,21,25,53,20,0,Matches
c00097d2,Rober,es ESP,DF,Levante,26,1995,22.3,36,20,27,7,2,23,39,59.0,16,25,15,10,30,66,90,1,Matches
335fa267,Sergi Roberto,es ESP,"MF,DF",Barcelona,29,1992,4.4,5,1,2,3,0,3,5,60.0,2,2,0,2,4,9,6,0,Matches
ecd8c01e,Rubén Rochina,es ESP,"MF,FW",Granada,30,1991,8.3,21,13,7,8,6,8,28,28.6,20,11,1,10,6,27,5,1,Matches
37f827ec,Enzo Roco,cl CHI,DF,Elche,28,1992,28.4,36,20,24,11,1,15,24,62.5,9,38,27,11,28,64,110,3,Matches
85bed4ee,Rodrigo,es ESP,FW,Betis,21,2000,9.8,10,7,4,5,1,5,22,22.7,17,11,0,11,3,13,4,0,Matches
f1bed920,Kévin Rodrigues,pt POR,"DF,FW",Rayo Vallecano,27,1994,4.8,15,11,8,7,0,6,10,60.0,4,10,1,9,7,22,6,0,Matches
8cfc2f69,Ángel Rodríguez,es ESP,"FW,MF",Mallorca,34,1987,17.2,15,9,6,7,2,4,21,19.0,17,15,1,14,3,18,13,0,Matches
19709006,Óscar Rodríguez Arnaiz,es ESP,"MF,FW",Getafe,23,1998,10.5,16,11,6,8,2,4,12,33.3,8,7,1,6,11,27,6,0,Matches
19709006,Óscar Rodríguez Arnaiz,es ESP,"FW,MF",Sevilla,23,1998,4.6,4,3,1,3,0,2,3,66.7,1,2,0,2,5,9,7,1,Matches
70f8e0bd,Dani Rodríguez,es ESP,"MF,FW",Mallorca,33,1988,31.5,53,31,20,24,9,15,46,32.6,31,28,3,25,20,73,27,0,Matches
34e393f2,Guido Rodríguez,ar ARG,MF,Betis,27,1994,28.1,97,53,46,45,6,54,98,55.1,44,55,12,43,31,128,56,0,Matches
8f5e92a6,Rodrygo,br BRA,FW,Real Madrid,20,2001,16.9,18,14,7,4,7,3,18,16.7,15,21,0,21,11,29,3,0,Matches
924ff27e,Leonardo Román,es ESP,GK,Mallorca,21,2000,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
2fbe6af0,Iván Romero,es ESP,FW,Sevilla,20,2001,2.0,2,2,0,2,0,0,0,,0,1,0,1,2,4,0,0,Matches
7868c973,Unai Ropero,es ESP,MF,Alavés,19,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
35d4f151,Rubén,es ESP,DF,Espanyol,20,2001,1.7,6,1,4,2,0,4,7,57.1,3,0,0,0,2,8,4,0,Matches
a55d8df5,Aitor Ruibal,es ESP,"FW,DF",Betis,25,1996,9.5,21,15,13,3,5,10,34,29.4,24,8,0,8,8,29,6,0,Matches
6e36226f,Isma Ruiz,es ESP,MF,Granada,20,2001,3.1,3,1,3,0,0,1,9,11.1,8,5,2,3,3,6,2,0,Matches
b3dc6eca,Víctor Ruiz,es ESP,DF,Betis,32,1989,15.8,11,9,7,2,2,6,9,66.7,3,18,13,5,29,40,71,1,Matches
625c144a,Gerónimo Rulli,ar ARG,GK,Villarreal,29,1992,32.0,0,0,0,0,0,0,4,0.0,4,0,0,0,1,1,15,5,Matches
b75ac54b,Franco Russo,ar ARG,DF,Mallorca,26,1994,16.3,19,10,10,9,0,13,31,41.9,18,14,9,5,27,46,73,1,Matches
4535e4bb,Mathew Ryan,au AUS,GK,Real Sociedad,29,1992,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
fbbb9269,Youssouf Sabaly,sn SEN,DF,Betis,28,1993,8.8,12,10,11,0,1,7,13,53.8,6,11,4,7,13,25,16,1,Matches
405f267a,Salvi,es ESP,"MF,FW",Cádiz,30,1991,15.5,20,10,9,8,3,8,20,40.0,12,17,2,15,6,26,11,0,Matches
efecd633,Fede San Emeterio,es ESP,MF,Cádiz,24,1997,9.2,16,5,5,8,3,5,15,33.3,10,5,0,5,8,24,6,0,Matches
bdb624a3,Oihan Sancet,es ESP,FW,Athletic Club,21,2000,15.8,12,7,2,8,2,5,20,25.0,15,2,0,2,5,17,13,0,Matches
a254bbe0,Antonio Sánchez,es ESP,"MF,FW",Mallorca,24,1997,18.0,53,24,29,17,7,19,49,38.8,30,32,2,30,32,85,32,1,Matches
ea9b2ef9,Germán Sánchez,es ESP,DF,Granada,34,1986,25.5,27,19,18,9,0,11,20,55.0,9,19,16,3,28,55,137,0,Matches
ff4f78e1,Juan Sánchez,es ESP,,Sevilla,17,2003,0.1,,0,,,,,,,,,,,0,,,,Matches
ffacd3d5,Manuel Sánchez,es ESP,DF,Osasuna,20,2000,25.1,72,34,41,22,9,43,79,54.4,36,28,3,25,18,90,43,0,Matches
466824fb,Oier Sanjurjo,es ESP,MF,Osasuna,35,1986,8.4,10,6,3,7,0,2,19,10.5,17,8,3,5,1,11,9,0,Matches
bc49fd34,Jesús Santiago,es ESP,MF,Valencia,17,2004,0.9,2,2,1,1,0,0,2,0.0,2,1,0,1,0,2,1,0,Matches
cf59e05f,Sergio Santos,es ESP,DF,Real Madrid,20,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
eaefa2d0,Alvaro Sanz,es ESP,MF,Barcelona,20,2001,0.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
1c96ad85,Marcelo Saracchi,uy URU,DF,Levante,23,1998,2.1,8,5,6,1,1,2,4,50.0,2,3,0,3,4,12,7,1,Matches
f9acf8bf,Joan Sastre Vanrell,es ESP,DF,Mallorca,24,1997,2.9,6,3,5,0,1,3,4,75.0,1,3,0,3,2,8,10,0,Matches
79f2a5f5,Esteban Saveljich,me MNE,DF,Rayo Vallecano,30,1991,18.9,18,11,11,7,0,9,15,60.0,6,20,12,8,16,34,69,0,Matches
f6ac68c1,Stefan Savić,me MNE,DF,Atlético Madrid,30,1991,27.1,46,20,25,20,1,29,43,67.4,14,19,12,7,37,83,102,1,Matches
98529579,Valentino Scotta,es ESP,DF,Sevilla,19,2001,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
a35134ae,Aleksandar Sedlar,rs SRB,"DF,MF",Mallorca,29,1991,4.5,5,3,4,1,0,3,5,60.0,2,4,4,0,5,10,19,0,Matches
0a8fd9cb,Javier Serrano,es ESP,MF,Atlético Madrid,18,2003,0.8,3,1,0,3,0,2,4,50.0,2,0,0,0,3,6,2,0,Matches
2ad0e5e5,Nicolás Serrano,es ESP,"MF,FW",Athletic Club,18,2003,3.5,9,6,3,5,1,3,10,30.0,7,5,1,4,2,11,3,0,Matches
75bd85ea,Salva Sevilla,es ESP,MF,Mallorca,37,1984,16.7,18,12,8,8,2,6,17,35.3,11,12,6,6,14,32,11,0,Matches
e2716bd0,David Silva,es ESP,MF,Real Sociedad,35,1986,19.1,28,17,10,11,7,3,20,15.0,17,13,3,10,7,35,12,0,Matches
f2308b33,Jonathan Silva,ar ARG,"DF,FW",Getafe,27,1994,2.5,10,8,4,4,2,7,12,58.3,5,4,0,4,3,13,7,0,Matches
ea83bfa6,Rui Silva,pt POR,GK,Betis,27,1994,21.8,1,0,1,0,0,1,2,50.0,1,0,0,0,1,2,11,1,Matches
a6536561,Giuliano Simeone,ar ARG,MF,Atlético Madrid,18,2002,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
5dcf3e90,Unai Simón,es ESP,GK,Athletic Club,24,1997,34.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,5,1,Matches
9970da54,Antonio Sivera,es ESP,GK,Alavés,24,1996,3.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
19b776e9,Rubén Sobrino,es ESP,MF,Valencia,29,1992,0.2,1,1,1,0,0,1,1,100.0,0,1,0,1,2,3,0,0,Matches
