id,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
76dd1480,Gylfi Sigurðsson,is ISL,MF,Everton,28,1989,34.6,13,81,29,35.8,2.34,0.84,0.14,0.38,20.3,7,2,5,10.7,6.7,0.08,+2.3,+4.3,Matches
d6f88a1d,Adrien Silva,pt POR,MF,Leicester City,29,1989,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
3eb22ec9,Bernardo Silva,pt POR,"MF,FW",Manchester City,23,1994,31.7,7,62,22,35.5,1.96,0.69,0.11,0.32,15.7,0,0,0,7.4,7.4,0.12,-0.4,-0.4,Matches
e2716bd0,David Silva,es ESP,MF,Manchester City,32,1986,26.7,6,51,18,35.3,1.91,0.67,0.12,0.33,14.1,4,0,0,7.8,7.8,0.15,-1.8,-1.8,Matches
15d561fa,Xande Silva,pt POR,FW,West Ham,21,1997,0.2,0,2,0,0.0,10.00,0.00,0.00,,15.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
3201b03d,Danny Simpson,eng ENG,DF,Leicester City,31,1987,3.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
76fa5f80,Jack Simpson,eng ENG,DF,Bournemouth,21,1996,4.5,0,2,1,50.0,0.45,0.22,0.00,0.00,9.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
6d6f09dc,Josh Sims,eng ENG,MF,Southampton,21,1997,2.4,0,5,1,20.0,2.12,0.42,0.00,0.00,17.8,0,0,0,0.6,0.6,0.12,-0.6,-0.6,Matches
2acd49b9,Moussa Sissoko,fr FRA,"MF,FW",Tottenham,28,1989,25.9,0,15,3,20.0,0.58,0.12,0.00,0.00,24.7,0,0,0,0.9,0.9,0.06,-0.9,-0.9,Matches
6250083a,Oliver Skipp,eng ENG,MF,Tottenham,17,2000,2.4,0,2,0,0.0,0.82,0.00,0.00,,16.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
059948df,Callum Slattery,eng ENG,MF,Southampton,19,1999,1.2,0,1,0,0.0,0.80,0.00,0.00,,15.2,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
b6964eb6,Chris Smalling,eng ENG,DF,Manchester Utd,28,1989,23.6,1,11,2,18.2,0.47,0.08,0.09,0.50,9.2,0,0,0,1.2,1.2,0.11,-0.2,-0.2,Matches
20b104bc,Adam Smith,eng ENG,"DF,MF",Bournemouth,27,1991,23.0,1,7,1,14.3,0.30,0.04,0.14,1.00,21.6,0,0,0,0.5,0.5,0.07,+0.5,+0.5,Matches
e9208654,Tommy Smith,eng ENG,DF,Huddersfield,26,1992,12.7,0,3,0,0.0,0.24,0.00,0.00,,24.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
9f4647e9,Robert Snodgrass,sct SCO,MF,West Ham,30,1987,24.7,2,30,7,23.3,1.22,0.28,0.07,0.29,19.9,4,0,0,2.3,2.3,0.08,-0.3,-0.3,Matches
839c14e1,Cédric Soares,pt POR,DF,Southampton,26,1991,16.6,1,10,3,30.0,0.60,0.18,0.10,0.33,27.6,1,0,0,0.3,0.3,0.03,+0.7,+0.7,Matches
98be0d02,Ramadan Sobhi,eg EGY,"FW,MF",Huddersfield,21,1997,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
e77dc3b2,Dominic Solanke,eng ENG,"FW,MF",Bournemouth,20,1997,3.9,0,11,3,27.3,2.85,0.78,0.00,0.00,13.9,0,0,0,1.0,1.0,0.09,-1.0,-1.0,Matches
46b5375e,Pape Souaré,sn SEN,DF,Crystal Palace,28,1990,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
21166ff4,Çağlar Söyüncü,tr TUR,DF,Leicester City,22,1996,4.1,0,2,0,0.0,0.48,0.00,0.00,,12.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
8e65a5e5,Julián Speroni,ar ARG,GK,Crystal Palace,39,1979,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
6992791d,Junior Stanislas,eng ENG,"MF,FW",Bournemouth,28,1989,11.5,2,33,9,27.3,2.88,0.79,0.03,0.11,21.0,10,1,1,3.1,2.3,0.07,-1.1,-1.3,Matches
653ee42d,Dale Stephens,eng ENG,MF,Brighton,29,1989,27.6,1,11,1,9.1,0.40,0.04,0.09,1.00,27.4,0,0,0,0.3,0.3,0.03,+0.7,+0.7,Matches
6adbc307,Jack Stephens,eng ENG,DF,Southampton,24,1994,18.9,1,7,5,71.4,0.37,0.26,0.14,0.20,9.9,0,0,0,1.0,1.0,0.14,0.0,0.0,Matches
b400bde0,Raheem Sterling,eng ENG,FW,Manchester City,23,1994,30.8,17,77,38,49.4,2.50,1.23,0.22,0.45,13.9,1,0,0,13.7,13.7,0.18,+3.3,+3.3,Matches
5eecec3d,John Stones,eng ENG,DF,Manchester City,24,1994,19.6,0,5,1,20.0,0.26,0.05,0.00,0.00,10.6,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
1b7ec703,Daniel Sturridge,eng ENG,"FW,MF",Liverpool,28,1989,5.7,2,18,6,33.3,3.18,1.06,0.11,0.33,20.9,0,0,0,1.2,1.2,0.07,+0.8,+0.8,Matches
12c50af5,Denis Suárez,es ESP,"MF,FW",Arsenal,24,1994,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
f573a8bf,Isaac Success,ng NGA,"FW,MF",Watford,22,1996,11.7,1,29,10,34.5,2.48,0.86,0.03,0.10,17.0,0,0,0,3.5,3.5,0.12,-2.5,-2.5,Matches
1d8c99b0,Ki Sung-yueng,kr KOR,MF,Newcastle Utd,29,1989,14.5,0,9,2,22.2,0.62,0.14,0.00,0.00,28.6,1,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
7d41b619,Andrew Surman,eng ENG,MF,Bournemouth,31,1986,16.0,0,9,1,11.1,0.56,0.06,0.00,0.00,24.9,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
b017b770,Sam Surridge,eng ENG,"MF,FW",Bournemouth,20,1998,0.1,0,2,1,50.0,13.85,6.92,0.00,0.00,13.3,0,0,0,0.3,0.3,0.17,-0.3,-0.3,Matches
e92cd3f7,Alexander Sørloth,no NOR,FW,Crystal Palace,22,1995,2.1,0,4,1,25.0,1.95,0.49,0.00,0.00,11.9,0,0,0,0.5,0.5,0.12,-0.5,-0.5,Matches
e514ab62,Matt Targett,eng ENG,DF,Southampton,22,1995,13.2,1,11,3,27.3,0.83,0.23,0.09,0.33,17.7,1,0,0,0.5,0.5,0.05,+0.5,+0.5,Matches
15ea812b,James Tarkowski,eng ENG,DF,Burnley,25,1992,34.3,3,22,9,40.9,0.64,0.26,0.14,0.33,7.2,0,0,0,3.3,3.3,0.16,-0.3,-0.3,Matches
cc2d7ad5,Charlie Taylor,eng ENG,DF,Burnley,24,1993,36.0,0,6,0,0.0,0.17,0.00,0.00,,28.0,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
56f7a928,Youri Tielemans,be BEL,MF,Leicester City,21,1997,12.1,3,31,12,38.7,2.57,0.99,0.10,0.25,24.7,2,0,0,1.8,1.8,0.06,+1.2,+1.2,Matches
e7ca0439,James Tomkins,eng ENG,DF,Crystal Palace,29,1989,28.4,1,22,7,31.8,0.77,0.25,0.05,0.14,12.9,0,0,0,1.4,1.4,0.07,-0.4,-0.4,Matches
52611641,Lucas Torreira,uy URU,MF,Arsenal,22,1996,26.5,2,25,6,24.0,0.94,0.23,0.08,0.33,23.1,2,0,0,1.5,1.5,0.06,+0.5,+0.5,Matches
9a104dee,Cenk Tosun,tr TUR,FW,Everton,27,1991,11.8,3,37,17,45.9,3.14,1.44,0.08,0.18,14.0,0,0,0,5.0,5.0,0.14,-2.0,-2.0,Matches
b28bbd58,Andros Townsend,eng ENG,"FW,MF",Crystal Palace,27,1991,33.4,6,63,19,30.2,1.88,0.57,0.10,0.32,22.1,0,0,0,4.6,4.6,0.07,+1.4,+1.4,Matches
9a28eba4,Adama Traoré,es ESP,"FW,MF",Wolves,22,1996,10.0,1,19,7,36.8,1.90,0.70,0.05,0.14,19.3,0,0,0,1.3,1.3,0.07,-0.3,-0.3,Matches
fe558029,Mark Travers,ie IRL,GK,Bournemouth,19,1999,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
21512407,Kieran Trippier,eng ENG,DF,Tottenham,27,1990,25.3,1,8,3,37.5,0.32,0.12,0.13,0.33,22.1,4,0,0,0.5,0.5,0.06,+0.5,+0.5,Matches
08aa17d0,Antonio Valencia,ec ECU,DF,Manchester Utd,32,1985,5.2,0,2,0,0.0,0.39,0.00,0.00,,25.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
531a4aa8,Yan Valery,tn TUN,DF,Southampton,19,1999,19.0,2,6,5,83.3,0.32,0.26,0.33,0.40,13.0,0,0,0,0.7,0.7,0.11,+1.3,+1.3,Matches
e06683ca,Virgil van Dijk,nl NED,DF,Liverpool,27,1991,37.6,4,31,8,25.8,0.82,0.21,0.13,0.50,12.9,1,0,0,3.1,3.1,0.10,+0.9,+0.9,Matches
45963054,Jamie Vardy,eng ENG,FW,Leicester City,31,1987,30.3,18,74,33,44.6,2.44,1.09,0.19,0.42,13.3,0,4,5,18.3,14.4,0.20,-0.3,-0.4,Matches
ba23a904,Jan Vertonghen,be BEL,DF,Tottenham,31,1987,21.2,1,15,2,13.3,0.71,0.09,0.07,0.50,19.3,0,0,0,1.0,1.0,0.07,0.0,0.0,Matches
1900032e,Jannik Vestergaard,dk DEN,DF,Southampton,25,1992,22.5,0,14,1,7.1,0.62,0.04,0.00,0.00,15.8,2,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
2513a588,Luciano Vietto,ar ARG,"FW,MF",Fulham,24,1993,11.0,1,24,7,29.2,2.19,0.64,0.04,0.14,16.1,0,0,0,2.9,2.9,0.12,-1.9,-1.9,Matches
b937e490,Rúben Vinagre,pt POR,"DF,MF",Wolves,19,1999,7.9,0,4,3,75.0,0.51,0.38,0.00,0.00,20.9,0,0,0,0.5,0.5,0.11,-0.5,-0.5,Matches
1d6ac165,Sam Vokes,wls WAL,FW,Burnley,28,1989,10.2,3,22,7,31.8,2.16,0.69,0.14,0.43,11.8,0,0,0,2.4,2.4,0.11,+0.6,+0.6,Matches
1bebde9d,Michel Vorm,nl NED,GK,Tottenham,34,1983,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
0d4ceb32,Matěj Vydra,cz CZE,FW,Burnley,26,1992,3.5,1,6,3,50.0,1.70,0.85,0.17,0.33,10.5,0,0,0,1.8,1.8,0.31,-0.8,-0.8,Matches
1ecb65be,Theo Walcott,eng ENG,"FW,MF",Everton,29,1989,23.5,5,43,21,48.8,1.83,0.89,0.12,0.24,15.1,0,0,0,5.7,5.7,0.13,-0.7,-0.7,Matches
86dd77d1,Kyle Walker,eng ENG,DF,Manchester City,28,1990,30.9,1,21,4,19.0,0.68,0.13,0.05,0.25,27.3,2,0,0,0.8,0.8,0.04,+0.2,+0.2,Matches
984a5a64,Kyle Walker-Peters,eng ENG,DF,Tottenham,21,1997,4.2,0,2,0,0.0,0.48,0.00,0.00,,14.1,0,0,0,0.3,0.3,0.16,-0.3,-0.3,Matches
9e525177,Aaron Wan-Bissaka,eng ENG,DF,Crystal Palace,20,1997,34.8,0,9,0,0.0,0.26,0.00,0.00,,17.9,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
e0900238,Victor Wanyama,ke KEN,MF,Tottenham,27,1991,5.7,1,7,2,28.6,1.22,0.35,0.14,0.50,20.2,0,0,0,1.0,1.0,0.14,0.0,0.0,Matches
cfb29823,Danny Ward,eng ENG,FW,Cardiff City,26,1991,4.9,1,11,6,54.5,2.22,1.21,0.09,0.17,15.5,0,0,0,0.6,0.6,0.06,+0.4,+0.4,Matches
8a7ff278,Joel Ward,eng ENG,DF,Crystal Palace,28,1989,6.1,1,2,1,50.0,0.33,0.16,0.50,1.00,7.0,0,0,0,0.6,0.6,0.28,+0.4,+0.4,Matches
3831b9fe,Stephen Ward,ie IRL,DF,Burnley,32,1985,2.5,0,1,1,100.0,0.39,0.39,0.00,0.00,14.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
3515d404,James Ward-Prowse,eng ENG,"MF,DF",Southampton,23,1994,21.6,7,30,15,50.0,1.39,0.69,0.20,0.40,20.9,7,1,1,3.4,2.7,0.09,+3.6,+3.3,Matches
ce5143da,Danny Welbeck,eng ENG,"FW,MF",Arsenal,27,1990,1.7,1,4,2,50.0,2.35,1.18,0.25,0.50,10.5,0,0,0,0.8,0.8,0.20,+0.2,+0.2,Matches
495945ef,Ashley Westwood,eng ENG,MF,Burnley,28,1990,31.4,2,22,7,31.8,0.70,0.22,0.09,0.29,22.2,1,0,0,1.9,1.9,0.09,+0.1,+0.1,Matches
41cc19c2,Connor Wickham,eng ENG,"FW,MF",Crystal Palace,25,1993,0.7,0,5,1,20.0,6.72,1.34,0.00,0.00,12.3,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
eb58eef0,Georginio Wijnaldum,nl NED,MF,Liverpool,27,1990,30.3,3,30,8,26.7,0.99,0.26,0.10,0.38,15.3,0,0,0,3.0,3.0,0.10,0.0,0.0,Matches
ec9a28ce,Danny Williams,us USA,MF,Huddersfield,29,1989,1.1,0,1,0,0.0,0.94,0.00,0.00,,30.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
8b9ebd03,Willian,br BRA,FW,Chelsea,29,1988,23.3,3,62,22,35.5,2.66,0.94,0.05,0.14,19.9,8,0,0,4.2,4.2,0.07,-1.2,-1.2,Matches
a3b03921,Joe Willock,eng ENG,"MF,FW",Arsenal,18,1999,0.7,0,2,0,0.0,2.81,0.00,0.00,,17.4,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
2876eaa3,Ben Wilmot,eng ENG,"MF,DF",Watford,18,1999,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
9c318325,Jack Wilshere,eng ENG,MF,West Ham,26,1992,4.4,0,2,1,50.0,0.46,0.23,0.00,0.00,16.6,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
c596fcb0,Callum Wilson,eng ENG,FW,Bournemouth,26,1992,28.1,14,63,27,42.9,2.24,0.96,0.21,0.48,11.8,0,1,2,13.4,11.9,0.19,+0.6,+1.1,Matches
2f7acede,Harry Winks,eng ENG,MF,Tottenham,22,1996,17.7,1,9,2,22.2,0.51,0.11,0.11,0.50,22.0,0,0,0,1.0,1.0,0.12,0.0,0.0,Matches
4e9a0555,Chris Wood,nz NZL,FW,Burnley,26,1991,28.8,10,59,23,39.0,2.05,0.80,0.17,0.43,12.4,0,0,0,8.8,8.8,0.15,+1.2,+1.2,Matches
e61b8aee,Granit Xhaka,ch SUI,"MF,DF",Arsenal,25,1992,27.8,4,29,11,37.9,1.04,0.40,0.14,0.36,26.5,7,0,0,2.0,2.0,0.07,+2.0,+2.0,Matches
849c826a,Andriy Yarmolenko,ua UKR,"MF,FW",West Ham,28,1989,5.1,2,9,3,33.3,1.76,0.59,0.22,0.67,17.1,0,0,0,1.1,1.1,0.12,+0.9,+0.9,Matches
ae0a7ddf,DeAndre Yedlin,us USA,DF,Newcastle Utd,25,1993,27.5,1,11,2,18.2,0.40,0.07,0.09,0.50,24.7,0,0,0,1.2,1.2,0.11,-0.2,-0.2,Matches
caffaf5a,Maya Yoshida,jp JPN,DF,Southampton,29,1988,16.9,0,13,3,23.1,0.77,0.18,0.00,0.00,9.7,0,0,0,1.9,1.9,0.15,-1.9,-1.9,Matches
be927d03,Ashley Young,eng ENG,DF,Manchester Utd,33,1985,28.5,2,12,3,25.0,0.42,0.11,0.17,0.67,21.5,2,0,0,0.5,0.5,0.04,+1.5,+1.5,Matches
6813ac34,Pablo Zabaleta,ar ARG,DF,West Ham,33,1985,23.2,0,7,1,14.3,0.30,0.04,0.00,0.00,24.0,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
b2bc3b1f,Wilfried Zaha,ci CIV,FW,Crystal Palace,25,1992,33.7,10,73,27,37.0,2.16,0.80,0.14,0.37,16.7,0,0,0,5.7,5.7,0.08,+4.3,+4.3,Matches
6bb2c084,Andre-Frank Zambo Anguissa,cm CMR,MF,Fulham,22,1995,16.9,0,21,5,23.8,1.25,0.30,0.00,0.00,24.7,0,0,0,0.8,0.8,0.04,-0.8,-0.8,Matches
7fe90ccd,Davide Zappacosta,it ITA,DF,Chelsea,26,1992,1.4,0,2,1,50.0,1.41,0.70,0.00,0.00,17.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
51cf8561,Oleksandr Zinchenko,ua UKR,DF,Manchester City,21,1996,12.8,0,7,1,14.3,0.55,0.08,0.00,0.00,25.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
5e508d0d,Kenneth Zohore,dk DEN,FW,Cardiff City,24,1994,8.4,1,17,7,41.2,2.03,0.84,0.06,0.14,13.8,0,0,0,1.7,1.7,0.10,-0.7,-0.7,Matches
ce4246f5,Kurt Zouma,fr FRA,DF,Everton,23,1994,29.0,2,19,3,15.8,0.65,0.10,0.11,0.67,13.5,0,0,0,1.5,1.5,0.08,+0.5,+0.5,Matches
