id,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
efb9215a,Jamal Lewis,nir NIR,DF,Newcastle Utd,23,1998,2.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
f5deef4c,Victor Lindelöf,se SWE,DF,Manchester Utd,27,1994,26.2,0,3,2,66.7,0.11,0.08,0.00,0.00,8.6,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
810e3c74,Jesse Lingard,eng ENG,"FW,MF",Manchester Utd,28,1992,4.1,2,8,6,75.0,1.96,1.47,0.25,0.33,18.6,0,0,0,0.6,0.6,0.08,+1.4,+1.4,Matches
afed6722,Valentino Livramento,eng ENG,DF,Southampton,18,2002,24.5,1,12,3,25.0,0.49,0.12,0.08,0.33,15.9,0,0,0,1.4,1.4,0.12,-0.4,-0.4,Matches
bba30585,Diego Llorente,es ESP,DF,Leeds United,27,1993,26.0,3,10,3,30.0,0.38,0.12,0.30,1.00,10.6,0,0,0,1.0,1.0,0.10,+2.0,+2.0,Matches
8f62b6ee,Hugo Lloris,fr FRA,GK,Tottenham,34,1986,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
d7553721,Giovani Lo Celso,ar ARG,"MF,FW",Tottenham,25,1996,2.6,0,9,0,0.0,3.40,0.00,0.00,,19.4,1,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches
6cc47ae1,Jürgen Locadia,nl NED,"MF,FW",Brighton,27,1993,0.3,0,1,0,0.0,3.91,0.00,0.00,,20.2,0,0,0,0.2,0.2,0.16,-0.2,-0.2,Matches
e97fd090,Ruben Loftus-Cheek,eng ENG,"MF,DF",Chelsea,25,1996,15.5,0,19,6,31.6,1.23,0.39,0.00,0.00,18.6,0,0,0,1.2,1.2,0.06,-1.2,-1.2,Matches
5a4280b1,Kevin Long,ie IRL,DF,Burnley,30,1990,4.6,0,4,0,0.0,0.88,0.00,0.00,,13.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
9f472354,Shane Long,ie IRL,FW,Southampton,34,1987,3.4,1,9,5,55.6,2.63,1.46,0.11,0.20,11.3,0,0,0,0.9,0.9,0.10,+0.1,+0.1,Matches
a2b105e0,Sean Longstaff,eng ENG,MF,Newcastle Utd,23,1997,16.3,1,15,2,13.3,0.92,0.12,0.07,0.50,26.0,1,0,0,0.7,0.7,0.05,+0.3,+0.3,Matches
7c104bb7,Ademola Lookman,ng NGA,"FW,MF",Leicester City,23,1997,16.1,6,26,12,46.2,1.61,0.74,0.23,0.50,15.0,0,0,0,4.5,4.5,0.17,+1.5,+1.5,Matches
939bc634,Jonas Lössl,dk DEN,GK,Brentford,32,1989,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
e1df6989,Imran Louza,ma MAR,MF,Watford,22,1999,15.7,0,17,4,23.5,1.08,0.25,0.00,0.00,27.5,6,0,0,1.2,1.2,0.07,-1.2,-1.2,Matches
9a9c05db,Matthew Lowton,eng ENG,DF,Burnley,32,1989,19.7,1,10,2,20.0,0.51,0.10,0.10,0.50,21.6,0,0,0,0.7,0.7,0.07,+0.3,+0.3,Matches
6f7d826d,Douglas Luiz,br BRA,MF,Aston Villa,23,1998,30.2,2,23,8,34.8,0.76,0.27,0.09,0.25,25.3,8,0,0,2.0,2.0,0.09,0.0,0.0,Matches
5eae500a,Romelu Lukaku,be BEL,FW,Chelsea,28,1993,17.7,8,42,14,33.3,2.38,0.79,0.17,0.50,13.8,1,1,1,6.6,5.8,0.14,+1.4,+1.2,Matches
b5bf1770,Lyanco,br BRA,DF,Southampton,24,1997,10.1,0,6,1,16.7,0.59,0.10,0.00,0.00,16.9,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
83d074ff,Alexis Mac Allister,ar ARG,"MF,FW",Brighton,22,1998,23.6,5,57,9,15.8,2.42,0.38,0.05,0.33,22.0,4,2,3,6.3,4.0,0.07,-1.3,-1.0,Matches
ee38d9c5,James Maddison,eng ENG,"MF,FW",Leicester City,24,1996,27.3,12,72,33,45.8,2.64,1.21,0.17,0.36,20.7,13,0,0,7.5,7.5,0.10,+4.5,+4.5,Matches
d8931174,Harry Maguire,eng ENG,DF,Manchester Utd,28,1993,27.9,1,23,10,43.5,0.82,0.36,0.04,0.10,12.8,0,0,0,1.9,1.9,0.08,-0.9,-0.9,Matches
892d5bb1,Riyad Mahrez,dz ALG,FW,Manchester City,30,1991,16.6,11,56,18,32.1,3.36,1.08,0.13,0.39,17.9,6,4,5,10.1,6.2,0.11,+0.9,+0.8,Matches
e3a5814e,Ainsley Maitland-Niles,eng ENG,MF,Arsenal,23,1997,3.0,0,2,0,0.0,0.67,0.00,0.00,,30.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
c691bfe2,Sadio Mané,sn SEN,FW,Liverpool,29,1992,31.3,16,98,37,37.8,3.13,1.18,0.16,0.43,14.2,0,0,0,17.2,17.2,0.18,-1.2,-1.2,Matches
758dd7f0,Javier Manquillo,es ESP,DF,Newcastle Utd,27,1994,14.0,1,4,2,50.0,0.29,0.14,0.25,0.50,15.2,0,0,0,0.3,0.3,0.06,+0.7,+0.7,Matches
9ae9eaea,Fernando Marçal,br BRA,"MF,DF",Wolves,32,1989,16.1,0,11,1,9.1,0.68,0.06,0.00,0.00,23.3,0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
bb5fbd2b,Solly March,eng ENG,"DF,FW",Brighton,27,1994,19.4,0,20,10,50.0,1.03,0.52,0.00,0.00,18.3,2,0,0,1.2,1.2,0.06,-1.2,-1.2,Matches
aa54ec6f,Pablo Marí,es ESP,DF,Arsenal,27,1993,2.0,0,1,0,0.0,0.50,0.00,0.00,,5.8,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
8b788c01,Anthony Martial,fr FRA,FW,Manchester Utd,25,1995,2.4,1,5,2,40.0,2.12,0.85,0.20,0.50,13.0,0,0,0,0.7,0.7,0.13,+0.3,+0.3,Matches
48a5a5d6,Martinelli,br BRA,"FW,MF",Arsenal,20,2001,20.7,6,51,15,29.4,2.47,0.73,0.10,0.33,14.7,1,1,1,7.3,6.6,0.13,-1.3,-1.6,Matches
7956236f,Emiliano Martínez,ar ARG,GK,Aston Villa,28,1992,36.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
de0f152c,Adam Masina,ma MAR,DF,Watford,27,1994,12.0,0,5,0,0.0,0.42,0.00,0.00,,13.5,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
57df7a11,Arthur Masuaku,cd COD,"DF,FW",West Ham,27,1993,7.2,1,4,1,25.0,0.55,0.14,0.25,1.00,26.5,0,0,0,0.1,0.1,0.01,+0.9,+0.9,Matches
29733c72,Juan Mata,es ESP,MF,Manchester Utd,33,1988,2.6,0,5,1,20.0,1.91,0.38,0.00,0.00,16.2,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
50e6dc35,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,24,1997,12.7,5,37,18,48.6,2.91,1.41,0.14,0.28,11.2,0,0,0,5.8,5.8,0.17,-0.8,-0.8,Matches
eb7822d7,Nemanja Matić,rs SRB,MF,Manchester Utd,32,1988,15.4,0,6,1,16.7,0.39,0.07,0.00,0.00,23.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
b217ef29,Joël Matip,cm CMR,DF,Liverpool,29,1991,31.0,3,35,7,20.0,1.13,0.23,0.09,0.43,9.9,0,0,0,3.4,3.4,0.10,-0.4,-0.4,Matches
4bcf39f6,Neal Maupay,fr FRA,FW,Brighton,24,1996,25.3,8,59,14,23.7,2.33,0.55,0.12,0.50,16.8,0,1,2,8.7,7.1,0.12,-0.7,-0.1,Matches
6afaebf2,Bryan Mbeumo,cm CMR,FW,Brentford,21,1999,32.3,4,76,19,25.0,2.35,0.59,0.04,0.16,16.3,4,1,1,9.3,8.5,0.11,-5.3,-5.5,Matches
cee31595,James McArthur,sct SCO,MF,Crystal Palace,33,1987,16.0,0,9,3,33.3,0.56,0.19,0.00,0.00,20.9,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
96593e89,James Mcatee,eng ENG,"MF,FW",Manchester City,18,2002,0.2,0,1,0,0.0,4.50,0.00,0.00,,10.7,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
b2c66859,Kasey McAteer,eng ENG,FW,Leicester City,19,2001,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
076bb352,Liam McCarron,sct SCO,FW,Leeds United,20,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
36c2ca73,Alex McCarthy,eng ENG,GK,Southampton,31,1989,17.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
90f91999,John McGinn,sct SCO,MF,Aston Villa,26,1994,34.3,3,43,16,37.2,1.25,0.47,0.07,0.19,25.1,0,0,0,1.5,1.5,0.04,+1.5,+1.5,Matches
1000a059,Stuart McKinstry,sct SCO,MF,Leeds United,18,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
471f16b3,Kenny McLean,sct SCO,MF,Norwich City,29,1992,30.1,1,33,6,18.2,1.10,0.20,0.03,0.17,20.4,0,0,0,1.8,1.8,0.05,-0.8,-0.8,Matches
fc15fb84,Dwight McNeil,eng ENG,MF,Burnley,21,1999,34.5,0,52,15,28.8,1.51,0.43,0.00,0.00,22.8,4,0,0,2.3,2.3,0.04,-2.3,-2.3,Matches
d93c2511,Scott McTominay,sct SCO,MF,Manchester Utd,24,1996,26.5,1,27,7,25.9,1.02,0.26,0.04,0.14,20.9,0,0,0,1.4,1.4,0.05,-0.4,-0.4,Matches
8df7a2fb,Ben Mee,eng ENG,DF,Burnley,31,1989,20.4,3,19,4,21.1,0.93,0.20,0.16,0.75,8.7,0,0,0,2.3,2.3,0.12,+0.7,+0.7,Matches
ca22ccb0,Hannibal Mejbri,tn TUN,FW,Manchester Utd,18,2003,0.8,0,1,1,100.0,1.32,1.32,0.00,0.00,22.9,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
5271c8f1,Benjamin Mendy,fr FRA,DF,Manchester City,27,1994,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
33887998,Edouard Mendy,sn SEN,GK,Chelsea,29,1992,34.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1598599e,Nampalys Mendy,sn SEN,MF,Leicester City,29,1992,11.5,0,1,1,100.0,0.09,0.09,0.00,0.00,25.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
6b625ac2,Illan Meslier,fr FRA,GK,Leeds United,21,2000,37.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2ce2508a,Luka Milivojević,rs SRB,MF,Crystal Palace,30,1991,8.6,0,8,0,0.0,0.93,0.00,0.00,,26.6,4,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
2f90f6b8,James Milner,eng ENG,"MF,DF",Liverpool,35,1986,9.5,0,10,2,20.0,1.06,0.21,0.00,0.00,23.8,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
6d5701f2,Yerry Mina,co COL,DF,Everton,26,1994,9.4,0,6,2,33.3,0.64,0.21,0.00,0.00,10.8,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
f833a830,Takumi Minamino,jp JPN,"FW,MF",Liverpool,26,1995,2.1,3,7,4,57.1,3.39,1.94,0.43,0.75,15.2,0,0,0,1.6,1.6,0.23,+1.4,+1.4,Matches
8397a50c,Tyrone Mings,eng ENG,DF,Aston Villa,28,1993,35.4,1,21,5,23.8,0.59,0.14,0.05,0.20,12.3,0,0,0,1.6,1.6,0.08,-0.6,-0.6,Matches
5cbd1eb0,Tyrick Mitchell,eng ENG,DF,Crystal Palace,21,1999,34.5,0,4,0,0.0,0.12,0.00,0.00,,17.3,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
f230bc30,Jakub Moder,pl POL,MF,Brighton,22,1999,18.9,0,28,6,21.4,1.48,0.32,0.00,0.00,16.6,2,0,0,2.6,2.6,0.09,-2.6,-2.6,Matches
bfae110f,Wesley Moraes,br BRA,FW,Aston Villa,24,1996,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2bc28bb9,Tyler Morton,eng ENG,MF,Liverpool,18,2002,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
9674002f,Mason Mount,eng ENG,MF,Chelsea,22,1999,26.3,11,75,27,36.0,2.86,1.03,0.13,0.37,17.9,6,1,1,8.0,7.2,0.10,+3.0,+2.8,Matches
2b622f01,Lucas Moura,br BRA,"FW,MF",Tottenham,28,1992,19.7,2,37,11,29.7,1.88,0.56,0.05,0.18,16.7,0,0,0,2.7,2.7,0.07,-0.7,-0.7,Matches
f5a00fa4,João Moutinho,pt POR,MF,Wolves,34,1986,33.0,2,20,7,35.0,0.61,0.21,0.10,0.29,24.3,4,0,0,1.3,1.3,0.06,+0.7,+0.7,Matches
2d760d7b,Bali Mumba,eng ENG,DF,Norwich City,19,2001,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
de112b84,Jacob Murphy,eng ENG,"FW,DF",Newcastle Utd,26,1995,16.4,1,27,5,18.5,1.65,0.31,0.04,0.20,19.3,1,0,0,2.2,2.2,0.08,-1.2,-1.2,Matches
1d5cab82,Enock Mwepu,zm ZAM,MF,Brighton,23,1998,11.1,2,19,8,42.1,1.72,0.72,0.11,0.25,20.0,0,0,0,2.1,2.1,0.11,-0.1,-0.1,Matches
30d4a2e5,Vitaliy Mykolenko,ua UKR,DF,Everton,22,1999,11.7,1,8,2,25.0,0.68,0.17,0.13,0.50,19.0,0,0,0,0.5,0.5,0.06,+0.5,+0.5,Matches
de5b5570,Marvelous Nakamba,zw ZIM,MF,Aston Villa,27,1994,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
6b47c5db,Wilfred Ndidi,ng NGA,"MF,DF",Leicester City,24,1996,18.0,0,14,4,28.6,0.78,0.22,0.00,0.00,19.7,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
5cdddffa,Tanguy Ndombele,fr FRA,MF,Tottenham,24,1996,5.4,1,9,3,33.3,1.67,0.56,0.11,0.33,17.4,0,0,0,0.4,0.4,0.05,+0.6,+0.6,Matches
c5bdb6e3,Reiss Nelson,eng ENG,FW,Arsenal,21,1999,0.2,0,1,0,0.0,4.50,0.00,0.00,,18.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
7ba2eaa9,Pedro Neto,pt POR,"FW,MF",Wolves,21,2000,5.2,1,17,4,23.5,3.28,0.77,0.06,0.25,19.7,1,0,0,1.5,1.5,0.09,-0.5,-0.5,Matches
44bfb6c5,Rúben Neves,pt POR,MF,Wolves,24,1997,29.6,4,42,16,38.1,1.42,0.54,0.10,0.25,27.4,4,0,0,1.1,1.1,0.03,+2.9,+2.9,Matches
3631ad41,Jeremy Ngakia,eng ENG,DF,Watford,20,2000,10.0,0,5,0,0.0,0.50,0.00,0.00,,27.2,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
c14bc029,Saúl Ñíguez,es ESP,"DF,MF",Chelsea,26,1994,5.3,0,5,1,20.0,0.94,0.19,0.00,0.00,23.1,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
a53649b7,Eddie Nketiah,eng ENG,FW,Arsenal,22,1999,9.3,5,29,13,44.8,3.13,1.40,0.17,0.38,14.6,0,0,0,4.4,4.4,0.15,+0.6,+0.6,Matches
93cf32a8,Nicolas Nkoulou,cm CMR,DF,Watford,31,1990,1.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
ff527768,Mark Noble,eng ENG,MF,West Ham,34,1987,3.7,1,0,0,,0.00,0.00,,,,0,1,2,1.6,0.0,,-0.6,0.0,Matches
8996350d,Mathias Normann,no NOR,MF,Norwich City,25,1996,18.3,1,26,5,19.2,1.42,0.27,0.04,0.20,28.2,6,0,0,0.9,0.9,0.04,+0.1,+0.1,Matches
df0a4c90,Christian Nørgaard,dk DEN,MF,Brentford,27,1994,33.9,3,27,8,29.6,0.80,0.24,0.11,0.38,14.1,0,0,0,3.8,3.8,0.14,-0.8,-0.8,Matches
74b2cd7e,Angelo Ogbonna,it ITA,DF,West Ham,33,1988,10.2,1,3,1,33.3,0.29,0.10,0.33,1.00,12.6,0,0,0,0.3,0.3,0.11,+0.7,+0.7,Matches
c4486bac,Michael Olise,fr FRA,"FW,MF",Crystal Palace,19,2001,12.7,2,19,10,52.6,1.50,0.79,0.11,0.20,17.0,2,0,0,1.7,1.7,0.09,+0.3,+0.3,Matches
e7ee38c3,Robin Olsen,se SWE,GK,Aston Villa,31,1990,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
c393a6c4,Andrew Omobamidele,ie IRL,DF,Norwich City,19,2002,4.2,1,2,1,50.0,0.47,0.24,0.50,1.00,8.3,0,0,0,0.2,0.2,0.12,+0.8,+0.8,Matches
d86a1f3e,Tyler Onyango,eng ENG,MF,Everton,18,2003,0.3,0,1,0,0.0,3.21,0.00,0.00,,12.1,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
2944f86f,Frank Onyeka,ng NGA,MF,Brentford,23,1998,11.6,0,16,5,31.3,1.38,0.43,0.00,0.00,18.0,0,0,0,0.8,0.8,0.05,-0.8,-0.8,Matches
43a166b4,Divock Origi,be BEL,FW,Liverpool,26,1995,1.5,3,10,5,50.0,6.77,3.38,0.30,0.60,14.9,0,0,0,1.5,1.5,0.15,+1.5,+1.5,Matches
38c7feef,Alex Oxlade-Chamberlain,eng ENG,"MF,FW",Liverpool,27,1993,8.7,2,21,3,14.3,2.41,0.34,0.10,0.67,21.5,0,0,0,1.3,1.3,0.06,+0.7,+0.7,Matches
dc7f8a28,Cole Palmer,eng ENG,"FW,MF",Manchester City,19,2002,1.4,0,4,1,25.0,2.93,0.73,0.00,0.00,21.6,0,0,0,0.4,0.4,0.11,-0.4,-0.4,Matches
e0bc6fdc,Emerson Palmieri,it ITA,DF,Chelsea,26,1994,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
529f49ab,Thomas Partey,gh GHA,MF,Arsenal,28,1993,22.5,2,44,9,20.5,1.95,0.40,0.05,0.22,22.5,2,0,0,2.8,2.8,0.06,-0.8,-0.8,Matches
57e3f0c7,Nicolas Pépé,ci CIV,"FW,MF",Arsenal,26,1995,7.7,1,23,7,30.4,2.97,0.91,0.04,0.14,15.1,3,0,0,2.6,2.6,0.11,-1.6,-1.6,Matches
75a72a99,Ricardo Pereira,pt POR,DF,Leicester City,27,1993,11.0,1,10,2,20.0,0.91,0.18,0.10,0.50,16.6,0,0,0,0.7,0.7,0.07,+0.3,+0.3,Matches
819aa8e7,Ayoze Pérez,es ESP,"MF,FW",Leicester City,28,1993,4.9,2,11,6,54.5,2.22,1.21,0.18,0.33,15.3,0,0,0,1.6,1.6,0.15,+0.4,+0.4,Matches
87f12e30,Sonny Perkins,eng ENG,FW,West Ham,17,2004,0.0,0,0,0,,0.00,0.00,,,,,0,0,,,,,,Matches
6dfd8f05,Romain Perraud,fr FRA,DF,Southampton,23,1997,18.0,0,19,3,15.8,1.05,0.17,0.00,0.00,20.7,0,0,0,0.5,0.5,0.03,-0.5,-0.5,Matches
4f565d77,Kalvin Phillips,eng ENG,MF,Leeds United,25,1995,17.7,0,15,3,20.0,0.85,0.17,0.00,0.00,24.0,1,0,0,0.7,0.7,0.04,-0.7,-0.7,Matches
19f4d211,Jaden Philogene Bidace,eng ENG,FW,Aston Villa,19,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
4806ec67,Jordan Pickford,eng ENG,GK,Everton,27,1994,35.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1ef37668,Erik Pieters,nl NED,DF,Burnley,32,1988,8.1,0,7,0,0.0,0.86,0.00,0.00,,24.9,0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches
e541326e,Ethan Pinnock,jm JAM,DF,Brentford,28,1993,29.9,1,16,8,50.0,0.53,0.27,0.06,0.13,10.0,0,0,0,1.2,1.2,0.07,-0.2,-0.2,Matches
7fcc71d8,Daniel Podence,pt POR,"FW,MF",Wolves,25,1995,16.5,2,35,15,42.9,2.12,0.91,0.06,0.13,22.0,1,0,0,2.0,2.0,0.06,0.0,0.0,Matches
867239d3,Paul Pogba,fr FRA,"MF,FW",Manchester Utd,28,1993,15.0,1,32,8,25.0,2.13,0.53,0.03,0.13,18.0,0,0,0,2.6,2.6,0.08,-1.6,-1.6,Matches
4b40d9ca,Nick Pope,eng ENG,GK,Burnley,29,1992,36.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
b9403c99,Isaac Price,nir NIR,MF,Everton,17,2003,0.2,0,1,0,0.0,6.43,0.00,0.00,,8.9,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
0745b37d,Teemu Pukki,fi FIN,FW,Norwich City,31,1990,36.1,11,68,24,35.3,1.88,0.66,0.12,0.33,15.2,0,3,3,11.4,9.1,0.13,-0.4,-1.1,Matches
1bf33a9a,Christian Pulisic,us USA,"MF,FW",Chelsea,22,1998,14.3,6,28,11,39.3,1.95,0.77,0.21,0.55,13.2,0,0,0,4.9,4.9,0.18,+1.1,+1.1,Matches
3c33f9d9,Przemysław Płacheta,pl POL,"FW,MF",Norwich City,23,1998,5.6,0,8,7,87.5,1.43,1.25,0.00,0.00,16.7,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
45685411,Jesuran Rak Sakyi,eng ENG,"FW,MF",Crystal Palace,18,2002,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
466fb2c5,Aaron Ramsdale,eng ENG,GK,Arsenal,23,1998,34.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1544f145,Jacob Ramsey,eng ENG,MF,Aston Villa,20,2001,27.4,6,34,11,32.4,1.24,0.40,0.18,0.55,18.3,0,0,0,4.0,4.0,0.12,+2.0,+2.0,Matches
3423f250,Raphinha,br BRA,"FW,MF",Leeds United,24,1996,32.4,11,84,21,25.0,2.59,0.65,0.08,0.33,21.4,10,4,4,10.2,7.0,0.08,+0.8,0.0,Matches
a1d5bd30,Marcus Rashford,eng ENG,"FW,MF",Manchester Utd,23,1997,13.7,4,22,12,54.5,1.60,0.87,0.18,0.33,17.7,1,0,0,2.9,2.9,0.13,+1.1,+1.1,Matches
6c6a3300,Milot Rashica,xk KVX,"FW,MF",Norwich City,25,1996,24.8,1,44,17,38.6,1.78,0.69,0.02,0.06,22.3,7,0,0,2.6,2.6,0.06,-1.6,-1.6,Matches
98ea5115,David Raya,es ESP,GK,Brentford,25,1995,24.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
ab651565,Nathan Redmond,eng ENG,"MF,FW",Southampton,27,1994,20.4,1,26,9,34.6,1.28,0.44,0.04,0.11,21.2,1,0,0,1.7,1.7,0.07,-0.7,-0.7,Matches
3353737a,Sergio Reguilón,es ESP,"DF,MF",Tottenham,24,1996,21.3,2,21,9,42.9,0.99,0.42,0.10,0.22,15.2,0,0,0,3.0,3.0,0.14,-1.0,-1.0,Matches
1c7012b8,Declan Rice,eng ENG,MF,West Ham,22,1999,35.3,1,26,8,30.8,0.74,0.23,0.04,0.13,22.8,1,0,0,1.1,1.1,0.04,-0.1,-0.1,Matches
e0243d23,Taylor Richards,eng ENG,MF,Brighton,20,2000,0.3,0,1,0,0.0,3.60,0.00,0.00,,24.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
fa031b34,Richarlison,br BRA,FW,Everton,24,1997,28.0,10,69,20,29.0,2.46,0.71,0.10,0.35,16.4,2,3,3,9.2,6.8,0.10,+0.8,+0.2,Matches
7a1f2c08,Jaïro Riedewald,nl NED,MF,Crystal Palace,24,1996,1.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
71ef519e,Matt Ritchie,sct SCO,DF,Newcastle Utd,31,1989,14.9,0,10,1,10.0,0.67,0.07,0.00,0.00,22.4,1,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches
24fae784,Connor Roberts,wls WAL,DF,Burnley,25,1995,18.8,1,6,4,66.7,0.32,0.21,0.17,0.25,21.7,0,0,0,0.4,0.4,0.06,+0.6,+0.6,Matches
6c17e046,Tyler Roberts,wls WAL,"MF,FW",Leeds United,22,1999,11.0,1,30,12,40.0,2.74,1.09,0.03,0.08,19.7,0,0,0,2.4,2.4,0.08,-1.4,-1.4,Matches
2e4f5f03,Andrew Robertson,sct SCO,DF,Liverpool,27,1994,28.2,3,18,8,44.4,0.64,0.28,0.17,0.38,16.9,0,0,0,1.4,1.4,0.08,+1.6,+1.6,Matches
8d62d31a,Joe Rodon,wls WAL,DF,Tottenham,23,1997,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
6434f10d,Rodri,es ESP,MF,Manchester City,25,1996,32.0,7,45,14,31.1,1.40,0.44,0.16,0.50,19.8,0,0,0,2.3,2.3,0.05,+4.7,+4.7,Matches
1fb1c435,Rodrigo,es ESP,"MF,FW",Leeds United,30,1991,25.2,6,46,17,37.0,1.83,0.68,0.11,0.29,18.9,0,1,1,4.2,3.5,0.08,+1.8,+1.5,Matches
4ab53cdb,Jay Rodriguez,eng ENG,FW,Burnley,32,1989,15.4,2,41,11,26.8,2.67,0.72,0.05,0.18,15.1,0,0,0,4.8,4.8,0.12,-2.8,-2.8,Matches
57c94db2,Mads Roerslev,dk DEN,DF,Brentford,22,1999,13.8,1,5,2,40.0,0.36,0.15,0.20,0.50,17.4,0,0,0,0.4,0.4,0.08,+0.6,+0.6,Matches
a3d94a58,Cristian Romero,ar ARG,DF,Tottenham,23,1998,20.5,1,6,2,33.3,0.29,0.10,0.17,0.50,13.9,0,0,0,0.5,0.5,0.08,+0.5,+0.5,Matches
4b511457,Oriol Romeu,es ESP,MF,Southampton,29,1991,32.1,2,24,4,16.7,0.75,0.12,0.08,0.50,22.4,0,0,0,1.4,1.4,0.06,+0.6,+0.6,Matches
dea698d9,Cristiano Ronaldo,pt POR,FW,Manchester Utd,36,1985,27.3,18,107,39,36.4,3.92,1.43,0.14,0.38,15.5,8,3,3,17.7,15.4,0.15,+0.3,-0.4,Matches
b318a643,Salomón Rondón,ve VEN,FW,Everton,31,1989,8.8,1,21,6,28.6,2.39,0.68,0.05,0.17,12.0,0,0,0,1.8,1.8,0.09,-0.8,-0.8,Matches
89d10e53,Danny Rose,eng ENG,DF,Watford,31,1990,7.7,0,4,1,25.0,0.52,0.13,0.00,0.00,20.6,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
8c12f884,Jon Rowe,eng ENG,"FW,MF",Norwich City,18,2003,2.5,0,3,2,66.7,1.21,0.81,0.00,0.00,16.1,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
