id,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
17780d2b,Tobias Strobl,de GER,"MF,DF",M'Gladbach,29,1990,6.8,436,26,167,256,15,0,436,5,4,80.0,1,20.0,268,1171,485,1,1,0,3,2,306,3,Matches
9c2394c9,Christian Strohdiek,de GER,DF,Paderborn 07,31,1988,15.1,870,136,531,301,40,19,870,2,2,100.0,0,0.0,404,2131,1189,5,5,0,5,2,454,2,Matches
821233cc,Neven Subotić,rs SRB,DF,Union Berlin,30,1988,21.8,1015,102,458,501,64,14,1015,4,3,75.0,1,25.0,493,2433,1205,12,8,0,17,5,496,5,Matches
c5224618,Marek Suchý,cz CZE,DF,Augsburg,31,1988,4.4,232,25,147,83,4,2,232,1,1,100.0,0,0.0,128,626,321,1,0,0,0,0,146,0,Matches
e33c06cf,Niklas Süle,de GER,DF,Bayern Munich,23,1995,7.1,677,68,350,309,21,5,677,2,2,100.0,0,0.0,448,2011,1152,5,5,0,2,0,542,0,Matches
7391c2d9,Markus Suttner,at AUT,DF,Düsseldorf,32,1987,14.9,1012,49,269,485,266,8,1012,12,8,66.7,4,33.3,467,2187,1188,18,24,1,19,7,575,61,Matches
53e07d0b,Ádám Szalai,hu HUN,FW,Mainz 05,31,1987,12.7,455,17,40,192,225,73,455,17,12,70.6,5,29.4,282,938,328,10,6,4,41,37,358,69,Matches
bd142efb,Jonathan Tah,de GER,DF,Leverkusen,23,1996,23.2,2321,164,1012,1260,55,10,2321,16,14,87.5,2,12.5,1439,7412,4116,14,6,1,8,4,1681,2,Matches
a73c8f95,Edmond Tapsoba,bf BFA,DF,Leverkusen,20,1999,11.8,1229,88,596,623,20,5,1229,10,6,60.0,4,40.0,792,3969,2278,4,3,0,6,0,911,0,Matches
c8cfb04d,Georg Teigl,at AUT,"DF,MF",Augsburg,28,1991,1.2,43,4,15,25,4,1,43,2,2,100.0,0,0.0,25,120,71,1,1,0,4,1,24,1,Matches
7bf8ad6c,Bernard Tekpetey,gh GHA,"FW,MF",Düsseldorf,21,1997,5.0,188,0,13,71,108,13,188,25,9,36.0,16,64.0,122,934,470,21,11,5,20,10,128,35,Matches
4e3a947f,Lino Tempelmann,de GER,MF,Freiburg,20,1999,0.4,14,2,4,7,3,0,14,1,1,100.0,0,0.0,6,54,43,1,1,0,1,0,9,0,Matches
863ff1ee,Simon Terodde,de GER,FW,Köln,31,1988,9.0,289,19,40,118,133,58,289,5,3,60.0,2,40.0,99,444,164,9,3,1,12,6,162,45,Matches
ff5ea0bf,Malick Thiaw,de GER,DF,Schalke 04,17,2001,0.8,50,7,30,19,1,0,50,0,0,,0,,30,142,74,2,1,0,0,0,31,0,Matches
cac55e10,Niclas Thiede,de GER,GK,Freiburg,20,1999,0.8,43,35,42,1,0,0,43,0,0,,0,,29,163,113,0,0,0,0,0,19,0,Matches
fd53759d,Jan Thielmann,de GER,"FW,MF",Köln,17,2002,6.2,246,4,46,106,97,5,246,7,1,14.3,6,85.7,143,660,203,9,6,0,20,9,140,37,Matches
df8e7b62,Erik Thommy,de GER,"MF,FW",Düsseldorf,24,1994,25.1,1174,22,178,453,567,60,1174,67,45,67.2,22,32.8,665,5050,2745,108,65,26,43,44,760,177,Matches
6f8cd6d0,Marcus Thuram,fr FRA,FW,M'Gladbach,21,1997,24.5,1007,20,109,409,514,140,1007,107,63,58.9,44,41.1,676,4839,2356,96,63,49,80,41,763,217,Matches
45954ec7,Marcel Tisserand,cd COD,DF,Wolfsburg,26,1993,13.4,912,75,429,433,57,16,912,16,9,56.3,7,43.8,509,2813,1476,19,7,1,10,4,511,0,Matches
88f130ed,Jean-Clair Todibo,fr FRA,DF,Schalke 04,19,1999,4.1,339,41,178,153,10,4,339,14,11,78.6,3,21.4,209,1371,855,6,2,0,4,2,210,2,Matches
652d4c37,Corentin Tolisso,fr FRA,MF,Bayern Munich,24,1994,7.1,630,11,94,386,153,26,630,11,7,63.6,4,36.4,405,1831,841,13,11,2,8,13,500,41,Matches
c5fd13e9,Ömer Toprak,tr TUR,DF,Werder Bremen,30,1989,7.9,565,67,243,296,31,7,565,7,6,85.7,1,14.3,389,1862,844,8,6,2,7,8,374,5,Matches
0e4fef6e,Lucas Torró,es ESP,MF,Eint Frankfurt,25,1994,3.7,224,10,56,136,35,8,224,4,2,50.0,2,50.0,82,404,223,4,2,0,6,0,105,4,Matches
f86cabbd,Jordan Torunarigha,de GER,DF,Hertha BSC,21,1997,16.2,1022,126,545,431,51,11,1022,22,14,63.6,8,36.4,595,3179,1801,15,12,3,9,5,649,8,Matches
c8c60119,Almamy Touré,ml MLI,DF,Eint Frankfurt,23,1996,16.6,922,69,294,403,232,24,922,30,24,80.0,6,20.0,394,1889,1082,32,16,4,21,8,474,70,Matches
096a77c4,Ibrahima Traoré,gn GUI,"FW,MF",M'Gladbach,31,1988,1.7,88,3,10,34,44,4,88,11,4,36.4,7,63.6,61,347,178,8,5,4,5,2,66,18,Matches
ce17b5eb,Kevin Trapp,de GER,GK,Eint Frankfurt,29,1990,22.0,988,727,984,4,0,0,988,0,0,,0,,526,2725,1889,0,1,1,0,0,496,0,Matches
056d2d95,Christopher Trimmel,at AUT,"DF,MF",Union Berlin,32,1987,31.8,1904,110,572,825,530,15,1904,31,22,71.0,9,29.0,699,4049,2073,47,41,3,26,9,725,69,Matches
99be8fb5,Anthony Ujah,ng NGA,"FW,MF",Union Berlin,28,1990,10.5,363,11,34,167,168,35,363,15,8,53.3,7,46.7,177,898,382,12,9,6,18,10,254,65,Matches
7d3e7da6,Sven Ulreich,de GER,GK,Bayern Munich,30,1988,1.0,54,48,54,0,0,0,54,0,0,,0,,38,101,50,0,0,0,0,0,35,0,Matches
d248cd8f,Dayot Upamecano,fr FRA,DF,RB Leipzig,20,1998,26.2,2253,191,913,1294,74,27,2253,38,29,76.3,9,23.7,1548,9983,5830,38,25,0,23,14,1575,6,Matches
a3ddb1b9,Mark Uth,de GER,"MF,FW",Köln,27,1991,12.9,678,4,58,338,292,43,675,27,14,51.9,13,48.1,396,2357,847,24,27,3,44,18,408,67,Matches
a3ddb1b9,Mark Uth,de GER,"FW,MF",Schalke 04,27,1991,3.9,162,0,12,85,69,14,162,6,4,66.7,2,33.3,83,403,143,3,5,2,16,5,119,23,Matches
6ecbddf6,Ruben Vargas,ch SUI,"FW,MF",Augsburg,20,1998,28.1,1026,32,195,445,414,91,1026,110,54,49.1,56,50.9,652,4720,2523,91,59,31,74,49,660,152,Matches
d3112d86,Sebastian Vasiliadis,gr GRE,MF,Paderborn 07,21,1997,31.2,1470,69,410,783,315,31,1470,79,51,64.6,28,35.4,830,4555,2374,48,36,8,57,39,835,53,Matches
a5ae8f8e,Miloš Veljković,rs SRB,DF,Werder Bremen,23,1995,22.8,1409,145,667,698,51,20,1409,1,1,100.0,0,0.0,859,3632,2352,23,6,0,2,1,876,6,Matches
28eaa0f3,Birger Verstraete,be BEL,MF,Köln,25,1994,7.4,333,13,70,189,76,6,333,8,5,62.5,3,37.5,148,835,227,4,3,1,11,6,160,7,Matches
1d8e9add,Kevin Vogt,de GER,DF,Hoffenheim,27,1991,10.7,952,97,571,380,8,0,952,4,4,100.0,0,0.0,521,1960,974,0,2,0,5,2,693,0,Matches
1d8e9add,Kevin Vogt,de GER,"DF,MF",Werder Bremen,27,1991,12.3,898,84,426,447,30,8,898,4,4,100.0,0,0.0,582,2184,1032,8,3,1,4,0,583,3,Matches
64f69877,Kevin Volland,de GER,FW,Leverkusen,27,1992,22.7,856,10,48,407,406,136,856,35,22,62.9,13,37.1,480,2161,970,39,21,24,62,40,627,175,Matches
e5a35ae9,Luca Waldschmidt,de GER,"FW,MF",Freiburg,23,1996,14.1,535,5,59,269,211,58,532,33,14,42.4,19,57.6,313,1586,690,17,25,8,32,15,407,71,Matches
c4e87b8b,Wout Weghorst,nl NED,FW,Wolfsburg,26,1992,30.4,1135,36,80,540,524,158,1131,36,18,50.0,18,50.0,605,2148,840,22,21,11,83,41,886,173,Matches
346d51d9,Julian Weigl,de GER,"MF,DF",Dortmund,23,1995,11.3,921,52,267,553,105,6,921,7,5,71.4,2,28.6,591,2729,1313,11,8,1,6,6,715,5,Matches
30c220c3,Mitchell Weiser,de GER,"DF,MF",Leverkusen,25,1994,13.0,1234,32,289,674,278,22,1234,28,18,64.3,10,35.7,595,2778,1495,39,38,4,28,13,781,54,Matches
f9acca3a,Wendell,br BRA,"DF,MF",Leverkusen,26,1993,21.1,2137,58,575,1291,292,9,2137,17,14,82.4,3,17.6,1092,4953,2621,39,36,3,28,7,1384,43,Matches
b69261a0,Oscar Wendt,se SWE,DF,M'Gladbach,33,1985,18.7,1250,55,345,599,315,18,1250,14,6,42.9,8,57.1,593,2281,1246,18,14,3,9,9,664,57,Matches
49fe9070,Timo Werner,de GER,FW,RB Leipzig,23,1996,31.1,1413,2,55,519,849,240,1410,90,58,64.4,32,35.6,900,5603,3236,156,61,89,85,34,1123,365,Matches
e2d34771,Felix Wiedwald,de GER,GK,Eint Frankfurt,29,1990,3.0,111,90,111,0,0,0,111,0,0,,0,,58,349,202,0,0,0,0,0,39,0,Matches
d4d0a9ad,William,br BRA,DF,Wolfsburg,24,1995,15.2,1130,43,302,494,340,24,1130,38,19,50.0,19,50.0,490,2744,1526,41,42,1,25,19,563,79,Matches
e7fcf289,Florian Wirtz,de GER,FW,Leverkusen,16,2003,4.1,240,3,21,114,107,16,240,28,20,71.4,8,28.6,157,976,409,12,9,8,16,7,181,37,Matches
5dfc6ad5,Axel Witsel,be BEL,MF,Dortmund,30,1989,24.9,1992,41,373,1327,308,29,1992,26,22,84.6,4,15.4,1343,5922,2325,26,28,2,18,28,1585,35,Matches
be42a291,Hannes Wolf,at AUT,"FW,MF",RB Leipzig,20,1999,0.6,37,0,5,13,19,0,37,1,0,0.0,1,100.0,21,51,18,0,2,0,4,0,23,8,Matches
fa661778,Marius Wolf,de GER,"FW,MF",Hertha BSC,24,1995,15.7,873,16,141,462,278,41,873,48,27,56.3,21,43.8,474,2781,1454,44,43,5,36,30,563,96,Matches
7ca196eb,Nick Woltemade,de GER,"FW,MF",Werder Bremen,17,2002,1.0,41,2,5,25,12,5,41,4,2,50.0,2,50.0,33,166,64,1,1,2,9,2,29,5,Matches
a4effc55,Dan-Axel Zagadou,fr FRA,DF,Dortmund,20,1999,10.9,947,64,369,559,27,9,947,7,6,85.7,1,14.3,582,2869,1505,7,6,1,5,3,689,3,Matches
384d58d9,Denis Zakaria,ch SUI,"MF,DF",M'Gladbach,22,1996,21.6,1137,77,374,666,133,16,1137,59,46,78.0,13,22.0,709,4438,2372,43,34,4,20,19,693,19,Matches
5c4bf6ba,Robin Zentner,de GER,GK,Mainz 05,24,1994,21.5,857,720,849,8,0,0,857,0,0,,0,,455,2598,1688,0,0,0,0,0,318,0,Matches
912e63b5,Jean Zimmer,de GER,"DF,FW",Düsseldorf,25,1993,8.0,320,8,53,113,157,9,320,15,8,53.3,7,46.7,175,970,511,17,10,4,15,10,193,49,Matches
e199d5b0,Matthias Zimmermann,de GER,"DF,MF",Düsseldorf,27,1992,32.5,1946,88,504,939,517,22,1946,35,15,42.9,20,57.1,861,4267,2368,59,39,3,30,8,1090,118,Matches
bf9d9070,Leopold Zingerle,de GER,GK,Paderborn 07,25,1994,28.0,1284,1055,1274,10,0,0,1284,0,0,,0,,804,4241,2249,0,0,0,1,0,672,0,Matches
028e70b9,Joshua Zirkzee,nl NED,FW,Bayern Munich,18,2001,3.3,122,1,3,48,72,21,122,4,1,25.0,3,75.0,65,258,74,1,2,1,9,4,80,26,Matches
4d50454e,Ben Zolinski,de GER,"FW,MF",Paderborn 07,27,1992,13.4,503,7,59,277,177,28,503,13,7,53.8,6,46.2,317,1281,629,18,16,4,36,23,358,77,Matches
b6a6e0a7,Steven Zuber,ch SUI,"DF,FW",Hoffenheim,27,1991,8.3,489,27,156,228,109,18,488,11,9,81.8,2,18.2,247,1354,679,21,9,3,9,7,303,25,Matches
